,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Custom,base_gallons_Daily,base_gallons_Monthly,lifted_gallons_Custom,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,beginning_gallons_Custom,beginning_gallons_Daily,beginning_gallons_Monthly,en_allocation_status_Custom,en_allocation_status_Daily,en_allocation_status_Monthly,percentage_allocation_Custom,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,alerts_ratability_Custom,alerts_ratability_Daily,alerts_ratability_Monthly,next_refresh_date_Custom,next_refresh_date_Daily,next_refresh_date_Monthly,en_account_type_Custom,en_account_type_Daily,en_account_type_Monthly,next_refresh_base_gallons_Custom,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,remaining_gallons_Custom,remaining_gallons_Daily,remaining_gallons_Monthly,additional_gallons_allowed_Custom,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_remaining_Custom,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,staging_id_Custom,staging_id_Daily,staging_id_Monthly,execution_date_Custom,execution_date_Daily,execution_date_Monthly,customer_name_Custom,customer_name_Daily,customer_name_Monthly,base_gallons_Weekly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Weekly,en_allocation_status_Weekly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Weekly,Week_switch,Modified_NRD,next_refresh_date_Weekly,next_refresh_base_gallons_Weekly,remaining_gallons_Weekly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Weekly,execution_date_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-07-01,2015-07-01 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,0,1,0,3,0,0,0,0,0,78200.0,26250.0,308700.0,Available,Available,Available,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,78200.0,26250.0,308700.0,0.0,0.0,0.0,0.0,0.0,0.0,1192428,1192427,1192429,2015-07-01 22:02:23,2015-07-01 22:02:23,2015-07-01 22:02:23,Mansfield,Mansfield,Mansfield,0,0,1,w1,0,0,0,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,0,True,0,True,26250,308700,0,-1,-1,-1,-1.0,0.0,-1,0.0,0.0,0.0,-1.0,1,1
2015-07-02,2015-07-02 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,0,1,0,3,0,0,0,0,0,78200.0,26250.0,308700.0,Available,Available,Available,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,78200.0,26250.0,308700.0,0.0,0.0,0.0,0.0,0.0,0.0,1233743,1233742,1233744,2015-07-02 22:01:59,2015-07-02 22:01:59,2015-07-02 22:01:59,Mansfield,Mansfield,Mansfield,0,0,1,w1,0,0,0,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,0,True,0,True,26250,308700,0,-1,-1,-1,-1.0,0.0,-1,0.0,0.0,0.0,-1.0,1,1
2015-07-03,2015-07-03 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,0,1,30000,3,0,0,0,0,0,78200.0,26250.0,308700.0,Available,Available,Available,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,78200.0,26250.0,308700.0,0.0,0.0,0.0,0.0,0.0,0.0,1240297,1240296,1240298,2015-07-03 08:55:48,2015-07-03 08:55:48,2015-07-03 08:55:48,Mansfield,Mansfield,Mansfield,0,0,1,w1,0,0,30000,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,30000,True,30000,True,-3750,308700,-30000,-1,-1,-1,-1.0,400.0,-1,0.0,0.0,0.0,0.0,1,0
2015-07-04,2015-07-04 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,30000,1,0,3,0,0,30000,0,30000,78200.0,26250.0,308700.0,Available,Available,Available,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,48200.0,26250.0,278700.0,0.0,0.0,0.0,0.0,0.0,0.0,1250948,1250947,1250949,2015-07-04 08:02:17,2015-07-04 08:02:17,2015-07-04 08:02:17,Mansfield,Mansfield,Mansfield,0,0,1,w1,0,0,30000,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,30000,True,30000,True,26250,278700,-30000,-1,-1,-1,75.0,0.0,-1,0.0,0.0,0.0,0.0,0,1
2015-07-05,2015-07-05 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,30000,1,0,3,0,0,30000,0,30000,78200.0,26250.0,308700.0,Available,Available,Available,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,48200.0,26250.0,278700.0,0.0,0.0,0.0,0.0,0.0,0.0,1261320,1261319,1261321,2015-07-05 08:02:19,2015-07-05 08:02:19,2015-07-05 08:02:19,Mansfield,Mansfield,Mansfield,0,0,1,w1,0,0,30000,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,30000,True,30000,True,26250,278700,-30000,-1,-1,-1,60.0,0.0,-1,0.0,0.0,0.0,0.0,0,1
2015-07-06,2015-07-06 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,30000,1,0,3,-20001,0,30000,0,30000,78200.0,26250.0,308700.0,Available,Available,Available,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,48200.0,26250.0,278700.0,0.0,0.0,0.0,0.0,0.0,0.0,1271692,1271691,1271693,2015-07-06 08:03:10,2015-07-06 08:03:10,2015-07-06 08:03:10,Mansfield,Mansfield,Mansfield,0,0,1,w1,0,0,30000,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,30000,True,30000,True,26250,278700,-30000,-1,-1,-1,50.0,0.0,-1,0.0,0.0,0.0,0.0,0,1
2015-07-07,2015-07-07 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,50001,1,20001,3,20001,20001,50001,0,50001,78200.0,26250.0,308700.0,Limited,Limited,Limited,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,28199.0,6249.0,258699.0,0.0,0.0,0.0,0.0,0.0,0.0,1292850,1292849,1292851,2015-07-07 22:03:08,2015-07-07 22:03:08,2015-07-07 22:03:08,Mansfield,Mansfield,Mansfield,0,0,1,w1,20001,0,50001,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,50001,True,50001,True,6249,258699,-50001,-1,-1,-1,72.0,0.0,-1,0.0,0.0,0.0,0.0,0,1
2015-07-08,2015-07-08 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,50001,1,0,3,-30000,0,50001,0,50001,78200.0,26250.0,308700.0,Available,Available,Available,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,28199.0,26250.0,258699.0,0.0,0.0,0.0,0.0,0.0,0.0,1317487,1317486,1317488,2015-07-08 22:02:47,2015-07-08 22:02:47,2015-07-08 22:02:47,Mansfield,Mansfield,Mansfield,0,0,1,w1,0,0,50001,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,50001,True,50001,True,26250,258699,-50001,-1,-1,-1,63.0,0.0,-1,0.0,0.0,0.0,0.0,0,1
2015-07-09,2015-07-09 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,80001,1,30000,3,30000,30000,80001,0,80001,78200.0,26250.0,308700.0,Out,Out,Out,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,-1801.0,-3750.0,228699.0,0.0,0.0,0.0,0.0,0.0,0.0,1327485,1327484,1327486,2015-07-09 22:01:12,2015-07-09 22:01:12,2015-07-09 22:01:12,Mansfield,Mansfield,Mansfield,0,0,1,w1,30000,0,80001,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,80001,True,80001,True,-3750,228699,-80001,-1,-1,-1,89.0,133.0,-1,0.0,0.0,0.0,0.0,0,1
2015-07-10,2015-07-10 00:00:00,Shell,MANSFIELD OIL COMPANY OF 12324994,Shell - Portland,GENERIC ULSD-SH,78200.0,26250.0,308700.0,0,1,0,3,0,0,80001,0,80001,78200.0,26250.0,308700.0,Available,Available,Available,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,Contract,Contract,Contract,-1,26250.0,-1,308700.0,-1,78200.0,26250.0,228699.0,0.0,0.0,0.0,0.0,0.0,0.0,1373655,1373654,1373656,2015-07-10 22:03:12,2015-07-10 22:03:12,2015-07-10 22:03:12,Mansfield,Mansfield,Mansfield,0,0,1,w1,0,0,80001,0,0,0,0,0,w1,0,-1,0,0,0,0,0,26250,308700,0,26250,308700,0,False,False,80001,True,80001,True,26250,228699,-80001,-1,-1,-1,80.0,0.0,-1,0.0,0.0,0.0,0.0,0,1
